user,id,date,flag,text,url
scottmelker,1366097472758702e3,2021-02-28,user deleted,Reminder - you have until midnight tonight (EST) to guess the price of Bitcoin at 2 PM tomorrow. Closest guess wins $100 in $BTC . Post your guess in the comments under this video and subscribe to my YouTube channel. https://www.youtube.com/watch?v=rw1DOPt8s10,https://web.archive.org/web/20210228184732/https://twitter.com/scottmelker/status/1366097472758702082
Tradermayne,1364862573485596700,2021-02-25,user deleted,"$Polk @polkamarkets Does TA work on these Uniswap coins? Let's find out. This is one of the projects I'd been eyeing up and aped into today when it launched. What did I learn? Don't buy right away, I ended up buying way higher than I should have on the initial listing pump. pic.twitter.com/2QkxtBN1Z2",https://web.archive.org/web/20210225125709/https://twitter.com/Tradermayne/status/1364862573485596676
scottmelker,1364767213203431400,2021-02-25,user deleted,Must not be feeling so joyful now.,https://web.archive.org/web/20210225024107/https://twitter.com/scottmelker/status/1364767213203431434
Tradermayne,1364505418324607e3,2021-02-24,user deleted,"Ok so apparently you don't have a Uniswap account lol, I've created a web3 wallet blah blah whatever. Today, I make my foray into the game as finally $POLK @polkamarkets lists on Uni. Starts in 6hrs at $0.05, which basically equals a $672k mcap. Let the games begin! https://twitter.com/Tradermayne/status/1364441919128969225",https://web.archive.org/web/20210224092037/https://twitter.com/Tradermayne/status/1364505418324606979
Tradermayne,1364294881070379e3,2021-02-23,user deleted,This is how I make it all back in one trade. @polkamarkets $POLK • 24hrs until the IDO 🚨 • Partnership announced w/ $TVK 🤝 • Level of interest means trading environment will be phenomenal 📈 This will bang! pic.twitter.com/hCzGkA8mPz,https://web.archive.org/web/20210223194313/https://twitter.com/Tradermayne/status/1364294881070379010
scottmelker,1364161665575620600,2021-02-23,user deleted,"I have taken life changing money off of the table over the past few weeks, which makes the correction far easier to bare. Always take some profit. Corrections are part of the game. That said, there’s nothing fun about what’s happening now, but we always come out on top.",https://web.archive.org/web/20210223103438/https://twitter.com/scottmelker/status/1364161665575620610
Tradermayne,1363791813388066800,2021-02-22,user deleted,"Oh ya, it's cause all you overleveraged crack heads. pic.twitter.com/bauEWbmouM",https://web.archive.org/web/20210222100501/https://twitter.com/Tradermayne/status/1363791813388066816
scottmelker,1363924775614226400,2021-02-22,user deleted,"Going live on YouTube in about 5 minutes to discuss #Bitcoin's big day, what it means for altcoins and more. Will look at: $BTC $ETH $LINK $LTC $DOGE $XRP $BNB Maybe more. See you soon. https://t.co/G0OFtjRMAa",https://web.archive.org/web/20210222185301/https://twitter.com/scottmelker/status/1363924775614226436
scottmelker,1363684599705067500,2021-02-22,user deleted,Imagine being there. What a moment.,https://web.archive.org/web/20210222025856/https://twitter.com/scottmelker/status/1363684599705067521
Tradermayne,1363252739766067200,2021-02-20,user deleted,"I’m playing catch-up on all these crazy alt moves and the lesson learned is earlier the better. I missed out on $DOT , $POLS & $ATOM but I’m not missing out on $POLK @polkamarkets . Feb 24 the IDO is live. Trading environment for should be wild. 1st video will be on this topic. https://twitter.com/tradermayne/status/1361980115995926530",https://web.archive.org/web/20210220222259/https://twitter.com/Tradermayne/status/1363252739766067202
Tradermayne,1361203049843228700,2021-02-15,user deleted,Been trying to post more consistently on YouTube. Talked about this potential buy the dip zone in my last video. Check it out here -www.youtube.com/tradermayne,https://web.archive.org/web/20210215063758/https://twitter.com/Tradermayne/status/1361203049843228672
scottmelker,1361003512721727500,2021-02-14,user deleted,Huh?,https://web.archive.org/web/20210214172512/https://twitter.com/scottmelker/status/1361003512721727496
scottmelker,1360984680070275e3,2021-02-14,user deleted,$WAVES I told ya it looked like $BTC before the Elon pump. Almost to the target. One of the few alts that looks amazing here on the $BTC pair as well. pic.twitter.com/AdoJobgT98,https://web.archive.org/web/20210214161102/https://twitter.com/scottmelker/status/1360984680070275073
scottmelker,1359941423873876e3,2021-02-11,user deleted,That's a pretty shitty domain name.,https://web.archive.org/web/20210211190508/https://twitter.com/scottmelker/status/1359941423873875968
Tradermayne,1359268866661048300,2021-02-09,user deleted,"It's clear from that raggedy ass mouse and mouse bad that you have more fun staying poor. Some of us prefer wealth, and a mouse that lights up.",https://web.archive.org/web/20210209223210/https://twitter.com/Tradermayne/status/1359268866661048327
scottmelker,1359159454630035500,2021-02-09,user deleted,$WAVES Now it REALLY looks like the Bitcoin chart did before the huge move. pic.twitter.com/rdZkmqFmg5,https://web.archive.org/web/20210209152008/https://twitter.com/scottmelker/status/1359159454630035457
scottmelker,1358933447692140500,2021-02-09,user deleted,"$WAVES The WAVES/USDT chart look a lot like the Bitcoin chart did before the huge move. Bitcoin on the left, WAVES on the right. pic.twitter.com/8eASzzMRCO",https://web.archive.org/web/20210209001939/https://twitter.com/scottmelker/status/1358933447692140544
Tradermayne,1358913734752698400,2021-02-08,user deleted,"CT is full of advice today. Contrarian post cause I’m a douche. Do whatever you want with your . Will BTC go higher? Probably, but not everyone wants to or is able to be 100% exposed. You aren’t an idiot for locking in gains, BTC is up 10x in less than a year",https://web.archive.org/web/20210208230124/https://twitter.com/Tradermayne/status/1358913734752698368
Tradermayne,1358489430663733200,2021-02-07,user deleted,Case and point,https://web.archive.org/web/20210207185510/https://twitter.com/Tradermayne/status/1358489430663733248
scottmelker,1357729149608206300,2021-02-05,user deleted,$WAVES Well this looks bullish AF. Time to go surfing. We want to see this candle close above resistance. Then it's really go time. pic.twitter.com/U03cEdDA6O,https://web.archive.org/web/20210205163423/https://twitter.com/scottmelker/status/1357729149608206340
scottmelker,1357705333960040400,2021-02-05,user deleted,"Short story. $ROOM trading opened. Pumped to $3. Presale allocations went out. Immediately dumped to $1.39, as people took profit. I bought some at $1.50. It's $2.15.",https://web.archive.org/web/20210205150013/https://twitter.com/scottmelker/status/1357705333960040450
scottmelker,1357404589344100400,2021-02-04,user deleted,WE ARE LIVE https://www.youtube.com/watch?v=qm5uOcE36Lk,https://web.archive.org/web/20210204190421/https://twitter.com/scottmelker/status/1357404589344100356
scottmelker,1357368903815553e3,2021-02-04,user deleted,"$CWS I just added to my holdings from the presale, seems that most of the sellers are done and price dropped perfectly into demand. More info on the project here, if you are interested: @seascapenetwork pic.twitter.com/T4749VQ1gQ",https://web.archive.org/web/20210204164332/https://twitter.com/scottmelker/status/1357368903815553024
Tradermayne,1357046902798262300,2021-02-03,user deleted,$LTC to the moon obviously. pic.twitter.com/uc8KGR4FsU,https://web.archive.org/web/20210203192312/https://twitter.com/Tradermayne/status/1357046902798262272
scottmelker,1356200062959964200,2021-02-01,user deleted,"100% correct. I will hold for at least a year regardless. Also, presale coins vest.",https://web.archive.org/web/20210201111752/https://twitter.com/scottmelker/status/1356200062959964160
scottmelker,1356199345058680800,2021-02-01,user deleted,"I don’t EVER dump presale coins. I hold at least a year to avoid short term cap gains. They are investments. Also, they vest for many months.",https://web.archive.org/web/20210201111511/https://twitter.com/scottmelker/status/1356199345058680834
scottmelker,1356198518915018800,2021-02-01,user deleted,$CWS is now trading on @Uniswap . I participated in the presale on this coin. DYOR and be sure to check the correct contract address in the thread below if you choose to trade. https://twitter.com/seascapenetwork/status/1356196113066422272,https://web.archive.org/web/20210201111154/https://twitter.com/scottmelker/status/1356198518915018755
scottmelker,1355957145666285600,2021-01-31,user deleted,"If you have never seen the movie “Trading Places,” now is the perfect time to revisit it.",https://web.archive.org/web/20210131191244/https://twitter.com/scottmelker/status/1355957145666285569
scottmelker,1355205016349499400,2021-01-29,user deleted,"I had an amazing chat with @SirLubahn_17th , largely about the parallels between trading and sports, psychology of both and how to prepare for the ""big game."" Give a listen! https://twitter.com/SirLubahn_17th/status/1355204710303674368",https://web.archive.org/web/20210129172402/https://twitter.com/scottmelker/status/1355205016349499393
Tradermayne,1354912285878227e3,2021-01-28,user deleted,"RT @CL207: If Gamestop has one million investors, I am one of them. If Gamestop has one investor, that is me. If Gamestop has no investors,…",https://web.archive.org/web/20210128220036/https://twitter.com/Tradermayne/status/1354912285878226944
Tradermayne,1354867594738626600,2021-01-28,user deleted,Me trying to explain the GameStop situation to my friends. https://youtu.be/lPNxqFM0Uaw,https://web.archive.org/web/20210128190311/https://twitter.com/Tradermayne/status/1354867594738626560
Tradermayne,1354679166176649200,2021-01-28,user deleted,I don't use animals as insults to reinforce my supremacy over animals. I eat animals to reinforce my supremacy over them.,https://web.archive.org/web/20210128063434/https://twitter.com/Tradermayne/status/1354679166176649219
scottmelker,1354856631276884e3,2021-01-28,user deleted,Nope.,https://web.archive.org/web/20210128181948/https://twitter.com/scottmelker/status/1354856631276883971
scottmelker,1354614240414462e3,2021-01-28,user deleted,This certainly doesn’t hurt the cause for $NORD . https://twitter.com/bitmax_official/status/1354610494359957505,https://web.archive.org/web/20210128021646/https://twitter.com/scottmelker/status/1354614240414461954
scottmelker,1354586978013114400,2021-01-28,user deleted,"$NORD This made a 40% move since I shared it this AM in the Wolf Den. Symmetrical triangle breakout, breaking key resistance and retesting as support (pink) and a nice rounding bottom. I think this is just getting started. pic.twitter.com/380mg1xdQt",https://web.archive.org/web/20210128002809/https://twitter.com/scottmelker/status/1354586978013114373
scottmelker,1354250627694604300,2021-01-27,user deleted,The regulators are coming. https://moneytransmitterlaw.com/2020-10-15-digital-commodity-exchange-act-of-2020/,https://web.archive.org/web/20210127021229/https://twitter.com/scottmelker/status/1354250627694604288
scottmelker,1353781352617881600,2021-01-25,user deleted,It is GO (Live) Time. https://youtu.be/x8Y118YHe7o,https://web.archive.org/web/20210125190658/https://twitter.com/scottmelker/status/1353781352617881600
scottmelker,1353330200604532700,2021-01-24,user deleted,Sorry everyone likes him now lol,https://web.archive.org/web/20210124131437/https://twitter.com/scottmelker/status/1353330200604532736
scottmelker,1353330200604532700,2021-01-24,user deleted,"Everyone does now, and I think a huge part of it was Saturday night live. When he did Dick in a box etc everyone realized he was just a hilarious good dude.",https://web.archive.org/web/20210124131437/https://twitter.com/scottmelker/status/1353330200604532736
scottmelker,1353130338927734800,2021-01-23,user deleted,Satoshi Not-gonna-fomo,https://web.archive.org/web/20210124000018/https://twitter.com/scottmelker/status/1353130338927734784
scottmelker,1352656280775762e3,2021-01-22,user deleted,"$MAHA is one of my largest holdings, after investing in the presale and aggressively buying the recent dip. Excited that $ARTH is live and they are delivering. https://twitter.com/TheMahaDAO/status/1352632258298052613",https://web.archive.org/web/20210122163928/https://twitter.com/scottmelker/status/1352656280775761920
Tradermayne,1352122315866181600,2021-01-21,user deleted,you aren't for spelling though eh? pic.twitter.com/gZPQEIOptz,https://web.archive.org/web/20210121051440/https://twitter.com/Tradermayne/status/1352122315866181632
scottmelker,1352203060819484700,2021-01-21,user deleted,Wow. $DEXE listing on @binance . I didn’t see that coming when I bought a couple of months ago. https://twitter.com/dexenetwork/status/1352141274061680641,https://web.archive.org/web/20210121103531/https://twitter.com/scottmelker/status/1352203060819484672
Tradermayne,1351850970762801200,2021-01-20,user deleted,You stupid bitch. pic.twitter.com/8AgaMNc5rU,https://web.archive.org/web/20210120111811/https://twitter.com/Tradermayne/status/1351850970762801152
Tradermayne,1351754377363562500,2021-01-20,user deleted,REEEEEEEE pic.twitter.com/0jCB3KBWTX,https://web.archive.org/web/20210120045239/https://twitter.com/Tradermayne/status/1351754377363562497
scottmelker,1351611000714383400,2021-01-19,user deleted,"$MAHA The ""presale coin unlock"" dip continued and ETH raged. I have been buying and am fully loaded after grabbing more in the demand zone at the retest of descending former resistance. Looks less aggressive against USDT, which is how I trade It. pic.twitter.com/D7p1OZlanQ",https://web.archive.org/web/20210119192241/https://twitter.com/scottmelker/status/1351611000714383361
scottmelker,1351493787604967400,2021-01-19,user deleted,"$1,400K all day. #Ethereum",https://web.archive.org/web/20210119114601/https://twitter.com/scottmelker/status/1351493787604967427
scottmelker,1351306826906742800,2021-01-18,user deleted,"$POLS This chart is absurd. I could not be more bullish on this project, and have been buying since 10 cents, even after investing in the presale. pic.twitter.com/31ShdVUYts",https://web.archive.org/web/20210118231403/https://twitter.com/scottmelker/status/1351306826906742786
scottmelker,1351188770968776700,2021-01-18,user deleted,"$MAHA This is what token unlocks look like. You can see the dip with the long wick. There could be more selling as people realize they got their coins. They have a right to sell, no issue there. But it's a great buying opportunity on projects you are looking to enter IMO. pic.twitter.com/O37XUBu5cw",https://web.archive.org/web/20210118152736/https://twitter.com/scottmelker/status/1351188770968776708
scottmelker,1351188770968776700,2021-01-18,user deleted,"$MAHA just had their second coin release, which means that private sale investors will likely sell. I view it as the best opportunity to buy, which I will be doing today. I did this with $POLS , which went from 20 cents, to 10 cents where I bought and back to 18 cents that day.",https://web.archive.org/web/20210118152736/https://twitter.com/scottmelker/status/1351188770968776708
Tradermayne,1350596825309331500,2021-01-17,user deleted,pic.twitter.com/j7F9mRu9e9,https://web.archive.org/web/20210117001246/https://twitter.com/Tradermayne/status/1350596825309331457
scottmelker,1350826179700404200,2021-01-17,user deleted,$WAVES This was the only setup I shared in the newsletter this week that was yet to move. Beautiful breakout on both the $USDT and $BTC pairs. pic.twitter.com/cD1HwvoA5b,https://web.archive.org/web/20210117152435/https://twitter.com/scottmelker/status/1350826179700404229
scottmelker,1350435015625232400,2021-01-16,user deleted,$ARTH is going live today and @TheMahaDAO was covered by Nasdaq. No wonder $MAHA is up 50% today. https://twitter.com/themahadao/status/1350357794877104129,https://web.archive.org/web/20210116133004/https://twitter.com/scottmelker/status/1350435015625232385
scottmelker,1350187157756010500,2021-01-15,user deleted,$MAHA is now in my Top 10 as a result of its insane run. https://twitter.com/scottmelker/status/1343904517667094529,https://web.archive.org/web/20210115210455/https://twitter.com/scottmelker/status/1350187157756010498
scottmelker,1350111997896044500,2021-01-15,user deleted,$POOLZ is now trading on @UniswapProtocol . https://twitter.com/Poolz__/status/1350109336278851587,https://web.archive.org/web/20210115160911/https://twitter.com/scottmelker/status/1350111997896044549
scottmelker,1349780617538498600,2021-01-14,user deleted,"$DEXE hit a new all time high today. So did $POLS , another one of my holdings. Happy days, congrats to both. https://twitter.com/DexeNetwork/status/1349700659478736897",https://web.archive.org/web/20210114181019/https://twitter.com/scottmelker/status/1349780617538498561
Tradermayne,1349187207718817800,2021-01-13,user deleted,RT @Bitboy_Crypto: @MacroCRG @SmartContracter It was an honest mistake. I'm addressing it in tonights video. I'll be sure @SmartContracter'…,https://web.archive.org/web/20210113025111/https://twitter.com/Tradermayne/status/1349187207718817793
Tradermayne,1349183349953163300,2021-01-13,user deleted,You gonna respond to the comments about you blatantly ripping off trading results from @SmartContracter ’s discord? https://twitter.com/bitboy_crypto/status/1349178934127157248,https://web.archive.org/web/20210113023612/https://twitter.com/Tradermayne/status/1349183349953163269
scottmelker,134904522562961e4,2021-01-12,user deleted,"""Brooks is optimistic that regulators will find it easier to work with algorithms than with bankers."" https://cointelegraph.com/news/occ-s-brian-brooks-thinks-that-defi-can-root-out-bias-and-fraud-in-traditional",https://web.archive.org/web/20210112172740/https://twitter.com/scottmelker/status/1349045225629609986
scottmelker,1349017865626779600,2021-01-12,user deleted,"I don't have a single coin, yet. I shared previously that I participated in the presale.",https://web.archive.org/web/20210112153852/https://twitter.com/scottmelker/status/1349017865626779651
scottmelker,1349014390633324500,2021-01-12,user deleted,The $NORD listing is live on @UniswapProtocol ! https://twitter.com/Nord_Finance/status/1349001208808275969,https://web.archive.org/web/20210112152507/https://twitter.com/scottmelker/status/1349014390633324550
Tradermayne,1348672793441812500,2021-01-11,user deleted,Man that bull market was quick. https://twitter.com/tradermayne/status/1348571958867185667,https://web.archive.org/web/20210111170249/https://twitter.com/Tradermayne/status/1348672793441812485
scottmelker,134859208223198e4,2021-01-11,user deleted,"Impressive interest in @Nord_Finance - 27,216 applications. I invested in the presale, largely based on the tokenomics. Investors only receive 15% of their coins and then vest linearly for 12 months - meaning they will never have meaningful supply to sell on the open market. https://twitter.com/Nord_Finance/status/1348547909579636738",https://web.archive.org/web/20210111143710/https://twitter.com/scottmelker/status/1348592082231980033
Tradermayne,1348158659625242600,2021-01-10,user deleted,https://www.youtube.com/channel/UCo4au6lRX4-_gIczBneEZWA,https://web.archive.org/web/20210110064446/https://twitter.com/Tradermayne/status/1348158659625242624
scottmelker,1347661028604182500,2021-01-08,user deleted,How so?,https://web.archive.org/web/20210108214716/https://twitter.com/scottmelker/status/1347661028604182537
scottmelker,1347563958300012500,2021-01-08,user deleted,"$XED is Exceeding Me Expectations. See what I did there? I'm a dad, can't help it. https://twitter.com/Exeedme/status/1347561113593008135",https://web.archive.org/web/20210108152848/https://twitter.com/scottmelker/status/1347563958300012544
scottmelker,1346920890697732e3,2021-01-06,user deleted,Can you imagine if thousands of Muslim Americans invaded the White House?,https://web.archive.org/web/20210106204555/https://twitter.com/scottmelker/status/1346920890697732096
scottmelker,1346878609227706400,2021-01-06,user deleted,"I am going on a live charting spree on YouTube, at 2 PM EST. So far, I will be looking at these for paid subscribers: $ABML $BAND $BAT $CHZ $DCR $DIA $DKNG $DOGE $EOS $ETH $HBAR $LINK $LRC $LTC $MAHA $NEXO $OCEAN $OMG $RAMP $SLV $STX $TLRY $VET $YFI $YFL https://www.youtube.com/watch?v=7eKkgoB5wSc&feature=youtu.be",https://web.archive.org/web/20210106175755/https://twitter.com/scottmelker/status/1346878609227706371
scottmelker,1346853606390177800,2021-01-06,user deleted,$DIA + $XED https://twitter.com/Exeedme/status/1346835247871258624,https://web.archive.org/web/20210106161840/https://twitter.com/scottmelker/status/1346853606390177792
scottmelker,1345810930626670600,2021-01-03,user deleted,The ⁦ @GlitchProtocol ⁩ public sale is January 11th. I didn’t get in on the presale so I will be watching it closely. https://medium.com/glitchfinance/glitch-announces-january-11th-public-token-offering-on-the-trustswap-launchpad-795e66a1b4a5,https://web.archive.org/web/20210103191534/https://twitter.com/scottmelker/status/1345810930626670593
scottmelker,1345798944656384e3,2021-01-03,user deleted,Become a better trader and investor. Join The Wolf Den Newsletter: https://getrevue.co/profile/TheWolfDen/members Listen to The Wolf Of All Streets Podcast: https://www.thewolfofallstreets.io/podcast/ Watch Livestreams And Shows: https://youtube.com/scottmelker Education And News: https://www.thewolfofallstreets.io/,https://web.archive.org/web/20210103182837/https://twitter.com/scottmelker/status/1345798944656384002
Tradermayne,1345221929548931e3,2021-01-02,user deleted,Nothing like a little New Year’s Day shopping pic.twitter.com/XgTfy6Dhsh,https://web.archive.org/web/20210102041455/https://twitter.com/Tradermayne/status/1345221929548931072
scottmelker,1345444830734934e3,2021-01-02,user deleted,Hanging with @slimkid pic.twitter.com/L1xNYGghu2,https://web.archive.org/web/20210102190039/https://twitter.com/scottmelker/status/1345444830734934019
scottmelker,1344384628250075100,2020-12-30,user deleted,Great review of the $XED token sale. Looking forward to seeing this project develop. https://twitter.com/exeedme/status/1344383109794562049,https://web.archive.org/web/20201231210431/https://twitter.com/scottmelker/status/1344384628250075136
scottmelker,1343294074984534e3,2020-12-27,user deleted,I invested in both $XED and $POLS and can’t wait to see this come to fruition. High hopes. https://twitter.com/exeedme/status/1343290173996593152,https://web.archive.org/web/20201227203427/https://twitter.com/scottmelker/status/1343294074984534016
scottmelker,1342943726998593500,2020-12-26,user deleted,"How are they driving the price up by cashing out, exactly?",https://web.archive.org/web/20201226212203/https://twitter.com/scottmelker/status/1342943726998593539
Tradermayne,1342321578529288200,2020-12-25,user deleted,Robert Dichtenstein,https://web.archive.org/web/20201225040954/https://twitter.com/Tradermayne/status/1342321578529288192
scottmelker,1342123237757620200,2020-12-24,user deleted,Now we’re talkin’. https://twitter.com/ericbalchunas/status/1342121176764723200,https://web.archive.org/web/20201224150213/https://twitter.com/scottmelker/status/1342123237757620228
scottmelker,1341946107966984200,2020-12-24,user deleted,WWSL. What Would Saylor Do?,https://web.archive.org/web/20201224031959/https://twitter.com/scottmelker/status/1341946107966984192
scottmelker,1341820750630686700,2020-12-23,user deleted,"I am going to chart a whole shit ton of coins and try to make some magic internet money while live on the youtube machine. Like, RIGHT NOW. All these and more. $ACB $BAND $BZRX $COMP $EOS $ETH $FET $GRT $MAHA $RUNE $SXP $VALUE $VET $XMR $XRT $XTZ https://youtu.be/rwToMfWAUMs",https://web.archive.org/web/20201223190016/https://twitter.com/scottmelker/status/1341820750630686726
scottmelker,1341809610966110200,2020-12-23,user deleted,$POLS + $XED = $$$ https://twitter.com/Exeedme/status/1341803951654625284,https://web.archive.org/web/20201223181656/https://twitter.com/scottmelker/status/1341809610966110215
scottmelker,1341807653618651100,2020-12-23,user deleted,Going on a live charting spree on YouTube in one hour with requests from my paid newsletter subscribers. At the very minimum I will look at: $ACB $BAND $BZRX $COMP $EOS $ETH $FET $GRT $MAHA $RUNE $SXP $VALUE $VET $XMR $XRT $XTZ 2 PM EST! https://www.youtube.com/watch?v=rwToMfWAUMs&feature=youtu.be,https://web.archive.org/web/20201223180802/https://twitter.com/scottmelker/status/1341807653618651137
scottmelker,1.3417250041536799e+18,2020-12-23,user deleted,I’m excited about what @Poolz__ is building and invested in the presale. Definitely worth checking out and digging in. https://twitter.com/poolz__/status/1341705481606279171,https://web.archive.org/web/20201223124407/https://twitter.com/scottmelker/status/1341725004153679877
scottmelker,1341152591720362e3,2020-12-21,user deleted,"I'm having fun watching $DUCK on the 15 minute chart, since it only started trading today. Looks ready for another leg up. pic.twitter.com/EFiM5I92EN",https://web.archive.org/web/20201221224528/https://twitter.com/scottmelker/status/1341152591720361984
scottmelker,1341139885487501300,2020-12-21,user deleted,"This looks solid. I invested early in $CLIQ , excited to see their progress. https://twitter.com/deficliq/status/1341001935919312899",https://web.archive.org/web/20201221215732/https://twitter.com/scottmelker/status/1341139885487501314
scottmelker,1341088276476801e3,2020-12-21,user deleted,"Wow. $DUCK launched today... it's up 60% in the last hour. Currently sitting around 50 cents, I would not be surprised to see a dollar by the end of the day. DYOR as always, it's already moving. But these launches have been insane. https://www.coingecko.com/en/coins/dlp-duck-token https://twitter.com/scottmelker/status/1340990628591755267",https://web.archive.org/web/20201221183055/https://twitter.com/scottmelker/status/1341088276476801024
scottmelker,1340990628591755300,2020-12-21,user deleted,$DUCK is launching. I actually wrote a profile of the project which will be published in the newsletter today. Look for it. https://twitter.com/dao_duck/status/1340963241741180929,https://web.archive.org/web/20201221120124/https://twitter.com/scottmelker/status/1340990628591755267
Tradermayne,1340545752699863e3,2020-12-20,user deleted,Like a Phoenix from the ashes lmao pic.twitter.com/kTxsqZ3CXC,https://web.archive.org/web/20201220063325/https://twitter.com/Tradermayne/status/1340545752699863042
scottmelker,1340638424215240700,2020-12-20,user deleted,Audit completed for $DUCK . SAFU. https://twitter.com/dao_duck/status/1340632013473247232,https://web.archive.org/web/20201220124207/https://twitter.com/scottmelker/status/1340638424215240704
scottmelker,1340364619114754e3,2020-12-19,user deleted,"This afternoon @EmiMelker will be selecting the next winner of $100 in . We have been doing this every day and will continue to do so. For a chance to win, subscribe to my YouTube and comment on the video linked below with your twitter name. https://www.youtube.com/watch?v=VjBGYOKa7rg&t=1142s",https://web.archive.org/web/20201219183346/https://twitter.com/scottmelker/status/1340364619114754049
scottmelker,1339639700613677e3,2020-12-17,user deleted,Does this mean I can pay for a Beemer with crypto? https://twitter.com/UTRUST/status/1339634218780012544,https://web.archive.org/web/20201217183332/https://twitter.com/scottmelker/status/1339639700613677058
Tradermayne,1337660358803083300,2020-12-12,user deleted,Go on the free sections of Craigslist. Start accumulating items for sale. Spend the $100 to buy cleaning products to fix up and clean up what I’ve collected. Sell my ass. Start listing the items for sale.,https://web.archive.org/web/20201212072752/https://twitter.com/Tradermayne/status/1337660358803083265
scottmelker,1337739457974456300,2020-12-12,user deleted,"Really interesting approach to DeFi from @yoinknetwork . I was originally dismissive because it seemed campy, but when I dug in realized they are backed by @unstoppableweb . Wrote a quick review of what they are up to for the blog. https://www.thewolfofallstreets.io/yoink-fairness-in-defi/",https://web.archive.org/web/20201212124255/https://twitter.com/scottmelker/status/1337739457974456324
scottmelker,1337567444840411100,2020-12-12,user deleted,Bull flag seems familiar,https://web.archive.org/web/20201212011843/https://twitter.com/scottmelker/status/1337567444840411136
scottmelker,1336419436048355300,2020-12-08,user deleted,$BONDLY is off to the races. All relevant information is included below - don't be fooled by impersonators and fake addresses. https://twitter.com/BondlyFinance/status/1336408437954121734,https://web.archive.org/web/20201208211743/https://twitter.com/scottmelker/status/1336419436048355332
scottmelker,1335612336397291500,2020-12-06,user deleted,"I invested in fayooz presale months ago very publicly, wrote about it on my newsletter. I’m paying, not getting paid.",https://web.archive.org/web/20201206173924/https://twitter.com/scottmelker/status/1335612336397291522
scottmelker,1335327629721956400,2020-12-05,user deleted,They’re not. I openly invested in the presale.,https://web.archive.org/web/20201205232402/https://twitter.com/scottmelker/status/1335327629721956352
Tradermayne,1334419848286244900,2020-12-03,user deleted,Soon as I think I’m gonna have an early night then Asia Chads start pumping. pic.twitter.com/izu14IRtYn,https://web.archive.org/web/20201203085113/https://twitter.com/Tradermayne/status/1334419848286244866
Tradermayne,133426352205466e4,2020-12-02,user deleted,"Who do we blame for the state of society these days? Parents, the women themselves? Personally I think it's the men who pay for this shit, get it together lads what the actual fuck.",https://web.archive.org/web/20201202223143/https://twitter.com/Tradermayne/status/1334263522054660096
scottmelker,1334240931231350800,2020-12-02,user deleted,I love this. @fyooz_io is pushing the envelope. We are going to see a lot more of this in the near future. Props to @lilyachty for seeing this opportunity to better engage with his fans. The bull market has officially returned. $YACHTY,https://web.archive.org/web/20201202210001/https://twitter.com/scottmelker/status/1334240931231350784
scottmelker,1332794998585176e3,2020-11-28,user deleted,Become a better trader and investor. Join The Wolf Den Newsletter: https://getrevue.co/profile/TheWolfDen/members Listen to The Wolf Of All Streets Podcast: https://www.thewolfofallstreets.io/podcast/ Watch Livestreams (Subscribe): https://youtube.com/scottmelker Get Educated (For Free): https://thewolfofallstreets.io/education/,https://web.archive.org/web/20201128211441/https://twitter.com/scottmelker/status/1332794998585176065): Become a better trader and investor.  Join The Wolf Den Newsletter:  https://getrevue.co/profile/TheWolfDen/members   Listen to The Wolf Of All Streets Podcast:  https://www.thewolfofallstreets.io/podcast/   Watch Livestreams (Subscribe):  https://youtube.com/scottmelker   Get Educated (For Free
scottmelker,1332448765945458700,2020-11-27,user deleted,Really looking forward to $TVK . They’re changing the NFT game. https://twitter.com/cryptodiffer/status/1332343687888711682,https://web.archive.org/web/20201127221857/https://twitter.com/scottmelker/status/1332448765945458689
scottmelker,1332303444443590700,2020-11-27,user deleted,"As I mentioned before, I participated in the presale for $CLIQ . It’s hitting @UniswapProtocol today for those interested. Details below. https://deficliq.medium.com/deficliqs-cliq-token-uniswap-listing-details-3892a8f3081c",https://web.archive.org/web/20201127124743/https://twitter.com/scottmelker/status/1332303444443590658
scottmelker,1332064972919214e3,2020-11-26,user deleted,"17k Bitcoin felt like a pipe dream a few weeks ago, and now it feels to many like doom. The psychology of trading is to interesting.",https://web.archive.org/web/20201126205345/https://twitter.com/scottmelker/status/1332064972919214090
scottmelker,1332045825661411300,2020-11-26,user deleted,"Happy w to those who celebrate. Enjoy family, food and football (the one without the feet).",https://web.archive.org/web/20201126193743/https://twitter.com/scottmelker/status/1332045825661411328
scottmelker,1330583930165145600,2020-11-22,user deleted,"The @DefianceFinance public sale is live. It closes on November 24th, so don’t forget to participate soon if you’re planning to.",https://web.archive.org/web/20201122184824/https://twitter.com/scottmelker/status/1330583930165145600
scottmelker,1329839538995421200,2020-11-20,user deleted,$CLIQ listing on Uniswap next week. Mark your calendars. https://twitter.com/deficliq/status/1329784054518956033,https://web.archive.org/web/20201120173217/https://twitter.com/scottmelker/status/1329839538995421187
scottmelker,1329769204741009400,2020-11-20,user deleted,"The $KEX public round is coming, mark your calendars. https://twitter.com/kira_core/status/1329758017810784257",https://web.archive.org/web/20201120172056/https://twitter.com/scottmelker/status/1329769204741009409
